ID Prop._SNPs Prop._h2 Prop._h2_std_error Enrichment Enrichment_std_error Enrichment_p Coefficient Coefficient_std_error Coefficient_z-score
1 0.0478790386562 0.762529911816 0.0939998126336 15.9261742344 1.96327694273 2.4194336766958641e-12 1.29158353241e-07 2.75943207438e-08 4.68061361031
2 0.0484456815467 0.770304070925 0.0884165968669 15.9003660663 1.82506663224 4.4121783759498865e-15 1.25355326181e-07 2.25988634148e-08 5.54697481375
7 0.051082518308 0.642911184497 0.0857647939284 12.5857378569 1.67894608115 1.4812705746796441e-10 6.81988489131e-08 1.82455725607e-08 3.73783002349
8 0.0482573491242 0.0808626420323 0.100412617483 1.6756544547 2.08077358796 0.74374334381091711 -7.38798039802e-08 2.63364534991e-08 -2.80522979233
9 0.0514818561824 0.217702002924 0.0646833225424 4.22871316358 1.25642949456 0.010217179950420206 -3.88117794484e-08 1.72363664297e-08 -2.25173789423
10 0.0478967748164 0.858419342465 0.0971154244695 17.9222786034 2.02759841016 3.1049195564703102e-13 1.60652728845e-07 2.40433019551e-08 6.68180806216
11 0.0479044543909 0.368895024564 0.0850400923155 7.70064139659 1.77520218937 0.00012876224969630162 -3.75255709084e-09 2.67670653451e-08 -0.140193070942
12 0.0486338311221 0.253377369196 0.0910081469344 5.20989943316 1.87129298339 0.022970291347285076 -4.05808293038e-08 2.71260334783e-08 -1.4960104409
13 0.0477362351398 0.562934199758 0.0857216682961 11.7925973448 1.79573583977 8.1087259839730653e-08 6.59148045141e-08 2.4160402701e-08 2.72821630209
14 0.0451153060685 0.436500695623 0.108768769615 9.67522407938 2.41090616673 0.00086800408405552959 3.48680087161e-08 3.09475986318e-08 1.12667897535
15 0.0489062731701 0.182719130156 0.070631688337 3.73610823954 1.44422553097 0.064682704511977718 -1.19144403937e-08 1.66873130513e-08 -0.713981954861
16 0.0487210491469 0.287022545006 0.0684962019235 5.89114048305 1.40588519999 0.00083732265476318176 -2.13085541044e-09 1.82171089726e-08 -0.116970009547
17 0.0484520811921 0.350271230365 0.0749591299784 7.22922982351 1.54707761017 6.4024272766252777e-05 -3.29416894787e-09 2.09662487454e-08 -0.157117707982
18 0.04858683944 0.397209262005 0.060168815654 8.17524388462 1.23837681865 5.6781361967697671e-08 2.54639288067e-08 1.38479496956e-08 1.83882302915
19 0.0479836271471 0.366471167237 0.0898007819821 7.63742111685 1.87148799124 0.00037276093235910526 2.96775782127e-08 2.24064837385e-08 1.32450850205
20 0.0482266308262 0.209518444843 0.0663121502135 4.34445536116 1.37501104841 0.014375738383785466 -5.86101607602e-08 2.35810362733e-08 -2.48547858885
21 0.0489704524714 -0.0357043377676 0.09992338388 -0.729099609371 2.04048316561 0.39353161040972318 -7.97416604558e-08 2.50486578961e-08 -3.1834703794
22 0.0481514807042 0.275305180815 0.067102832326 5.71748109898 1.39357775388 0.0011448004239240168 -2.9583420941e-08 1.82866168187e-08 -1.61776348432
23 0.047663279182 0.651496544873 0.0872736387392 13.6687310662 1.83104562332 3.9837060302251689e-09 9.61606914183e-08 2.48837157426e-08 3.86440242337
24 0.0475177329603 0.592007535869 0.0870960789839 12.4586654074 1.83291738805 1.5575298484312376e-10 6.49981880225e-08 2.95717021569e-08 2.19798602318
25 0.0482445498334 0.585829944294 0.0793027522662 12.1429248758 1.64376603243 1.3975874567759781e-09 5.70139784256e-08 1.95495708466e-08 2.91638005115
26 0.0482131001473 0.615585491952 0.0851817454447 12.7680130519 1.76677594231 9.196183171520814e-10 6.61955349121e-08 2.76362540876e-08 2.39524266575
27 0.0479402924053 0.785326069371 0.0902340816898 16.3813366579 1.88221800833 7.3680125151439025e-13 1.32133014584e-07 2.87795497795e-08 4.5912120098
28 0.047951263226 0.225073035765 0.0859036313927 4.69378741295 1.79147796353 0.044879379004154472 -4.73530721302e-08 2.86500020503e-08 -1.65281217247
29 0.0482933699856 0.246716408226 0.0614270429745 5.10870142836 1.27195602611 0.0015838562017097425 -3.84086459121e-08 1.68846593317e-08 -2.27476581894
30 0.0509722615597 0.339845781064 0.093715309289 6.66726903348 1.83855505762 0.0013203629516672442 -2.01061172475e-08 2.99877030476e-08 -0.670478736421
32 0.0484476928638 0.595508641384 0.111261997103 12.29178535 2.29653860745 3.0497813240274244e-06 6.02879055311e-08 3.19777062622e-08 1.88531050466
33 0.0482105402892 0.483858405643 0.108400453415 10.0363614002 2.24848036892 9.7549571297218677e-05 1.6458885443e-08 3.53182190293e-08 0.466016857457
34 0.0480905926492 0.546051251611 0.102968300588 11.3546376023 2.14113187041 5.5500728754897718e-06 4.45227916278e-08 3.20822152164e-08 1.38777173981
35 0.0480393954858 0.429376107869 0.0879116442479 8.93799981299 1.82999064328 1.9013291973196775e-05 1.77520962455e-09 2.57107441149e-08 0.0690454393938
36 0.0495166164965 0.0635008887546 0.0891784533087 1.28241574743 1.80098035 0.8749397566700674 -7.89590056962e-08 2.22640971991e-08 -3.54647237613
37 0.0485138834822 0.269744200054 0.0937148295724 5.56014445128 1.9317115606 0.023968717441344767 2.03419635948e-10 2.18097967705e-08 0.00932698447803
38 0.0452944961404 0.551402932971 0.111776151038 12.1737292598 2.46776453128 1.1094223972044056e-05 6.75868237959e-08 2.7808019195e-08 2.43047961532
39 0.0478742846339 0.52131815346 0.0751273047908 10.8893147427 1.56926219087 1.5149855217355146e-08 3.44092533771e-08 1.86099026792e-08 1.84897546055
40 0.0486245059245 0.224715781431 0.0588571330478 4.62145120364 1.21044177064 0.0041751851930884364 -4.04274111955e-08 1.3227395574e-08 -3.0563394713
